"Term","Category Code","Category Name","Example Tweet Text"
"relief aid","T07","Volunteer or professional services needed or offered","#MQM's Babar Ghauri tells Deputy Speaker Balochistan Assembly first consignment of relief aid for #earthquake areas will be handed over soon"
"relief aid to the tiny island","T07","Volunteer or professional services needed or offered","RT @tripeirodudley: Today @ConvoyofHope delivered the first relief aid to the tiny island of Bitu-On since typhoon #Haiyan struck the Phili…"
"relief and rescue work","T07","Volunteer or professional services needed or offered","RT @IndiaBTL: #Uttarakhand ... Slow pace of relief and rescue work in disaster-hit, the seat of four major shrines #Modi will take full adv…"
"relief appeal to help those affected","T07","Volunteer or professional services needed or offered","RT @salvos: We have launched a Bushfire Relief Appeal to help those affected by #nswfires. If you'd like to donate, please visit http://t.c…"
"relief assistance to {Number} families affected","T07","Volunteer or professional services needed or offered","RT @WorldVisionPH: Help provide relief assistance to 8,000 families affected by Typhoon Pablo. Donate http://t.co/wGch2oNg PLS RT! http: ..."
"relief camps","T07","Volunteer or professional services needed or offered","RT @RadioPakistan: #NDMA says 44 relief camps have been established in flood-hit areas where essential items are being provided to flood vi…"
"relief effort","T07","Volunteer or professional services needed or offered","Frustration spreads in Philippines at slow pace of post-typhoon relief effort: Death toll from super-typhoon H... http://t.co/1NSlNlHyfw"
"relief efforts have stalled due to","T07","Volunteer or professional services needed or offered","“@KBManalo: Relief efforts have stalled due to a shortage of goods. Donations are needed at UA&amp;P. Thank you! #Unitas #ReliefPH”  Donate pls!"
"relief efforts/donations","T07","Volunteer or professional services needed or offered","RT @DepEd_PH: For relief efforts/donations, coordinate w/ Asec Milo Gudmalin of @dswdserves, +639209485383 | #ReliefPH http://t.co/ZWDNqJEn…"
"relief help","T07","Volunteer or professional services needed or offered","RT @BalaachMarri: URGENT: Balochistan quake victims await relief help. @ICRC @UN @secgen http://t.co/GTcQzeIquS"
"relief ops","T07","Volunteer or professional services needed or offered","RT @sunstarcebu: Students spend their sem break at Fuente Osmeña in #Cebu helping in relief ops for #RescueBohol. #BangonBohol http://t.co/…"
"relief package","T07","Volunteer or professional services needed or offered","RT @Pakistannews: UWT Rs40m relief package for flood victims - The News International http://t.co/HdQ14cjhkE - #Pakistan #floods"
"relief request","T07","Volunteer or professional services needed or offered","RT @philredcross: #reliefPH is now trending in the Philippines. Use the hash tag for relief request. We are monitoring. Thank you! Keep saf…"
"relief services","T07","Volunteer or professional services needed or offered","RT: @noynoyaquino: Please use the hashtag #rescuePH if you or someone you know needs to be rescued, #reliefPH for aid and relief services."
"relief to flood affected people","T07","Volunteer or professional services needed or offered","RT @BJPRajnathSingh: I appeal to all BJP workers in Uttarakhand to provide every possible help and relief to flood affected people."
"relief work","T07","Volunteer or professional services needed or offered","RT @narendramodi: Spoke to #Uttarakhand CM Vijay Bahuguna ji. Assured him any help required in relief work &amp; asked about people from Guj af…"
"requires aid & relief services","T07","Volunteer or professional services needed or offered","RT @pcdspo: If you or someone you know requires aid &amp; relief services, tweet details using the #reliefPH hashtag. @DSWDserves is monitoring."
"rescue","T07","Volunteer or professional services needed or offered","RT @JuD_Official: #FF Falah e Insaniyat Foundation @FIFPakistan  - Get latest flood updates and FiF rescue and relief activities. Thank you."
"rescue assistance","T07","Volunteer or professional services needed or offered","“@jappieness: @gmanews URGENT RESCUE ASSISTANCE NEEDED, Bgy MANGGAHAN RODRIGUEZ/MONTALBAN RIZAL, Flood waters rising fast po!!”#RescuePH"
"rescue work","T07","Volunteer or professional services needed or offered","Manish Tiwari: When we make VVIP surveys we keep the rescue work in mind. No one is trying to score brownie points  #Uttarakhand"
"restoring water","T07","Volunteer or professional services needed or offered","RT @UNICEF: We are #ThereafterHaiyan. Restoring water, delivering supplies &amp; keeping children safe. Be there for the #Philippines http://t.…"
"scavenging for survival","T07","Volunteer or professional services needed or offered","After a major disaster like this it's not fair to call it looting. Most of these people are scavenging for survival. #TyphoonHaiyan"
"search healthcare","T07","Volunteer or professional services needed or offered","Search Healthcare $ Registered Nurse (RN) at Select Specialty Hospital (Colorado Springs, CO)  http://t.co/f8kzUhbr"
"shower","T07","Volunteer or professional services needed or offered","#COFlood Are you in #Evans, Colo. and need a place to shower due to the no flush order in your city? Here's a... http://t.co/L3IkZdRPwY"
"stranded get rescue","T07","Volunteer or professional services needed or offered","Extremely violent floods in #uttarakhand... May all those souls RIP and the stranded get rescue.. Earnest prayer from @ConTalentoprods"
"struggling with coping","T07","Volunteer or professional services needed or offered","Pray for all those affected by the Metro North derailment accident - Lord, please send help - many are struggling with coping"
"struggling with intense flooding","T07","Volunteer or professional services needed or offered","Northeast Colorado residents are struggling with intense flooding as more rain is forecast for the region."
"surgical capacity","T07","Volunteer or professional services needed or offered","RT @dfat: Australian RAAF C17&amp;C130 ferrying field hospital with surgical capacity, medics and aid workers to disaster zone Typhoon #Haiyan"
"take measures","T07","Volunteer or professional services needed or offered","@ImranKhanPTI  sir we should do rain harvesting and take measures to stop flood in kpk as well as Pakistan."
"the support from","T07","Volunteer or professional services needed or offered","overjoyed with the support from colleagues and friends. first batch of relief goods will reach #Bohol tomorrow. still accepting donations."
"those who requires aid","T07","Volunteer or professional services needed or offered","RT @OnlyVHONGsters: by @annecurtissmith Important message for those who requires aid and relief services @dswdserves #reliefPH http://t.c…"
"those who want to volunteer","T07","Volunteer or professional services needed or offered","RT @anjhainto: For those who want to volunteer in UP CHK GYM 9am for the IskoOperation. #reliefPH"
"to help","T07","Volunteer or professional services needed or offered","We are asking all of you to donate to the Red Cross to help the victims of the Colorado fires. People are losing... http://t.co/mydBL7dX"
"to help flooding victims","T07","Volunteer or professional services needed or offered","RT @Aeroplan: Aeroplan Members can donate their Aeroplan Miles to Red Cross to help flooding victims in Alberta &amp; SK http://t.co/HKG5uokjyp"
"to help support efforts","T07","Volunteer or professional services needed or offered","The Canadian Auto Workers union has donated $25,000 to the Canadian Red Cross to help support efforts in the Lac-Mégantic train derailment."
"to help the victims of the earthquake","T07","Volunteer or professional services needed or offered","@twhiddleston Dear sir, we all know ur a humanitarian &lt;3 please spread the word to help the victims of the earthquake #PrayForVisayas"
"typhoon aid","T07","Volunteer or professional services needed or offered","RT @RedPepperUG: #BREAKING Philippines needs $301 million in typhoon aid: UN"
"typhoon haiyan aid","T07","Volunteer or professional services needed or offered","RT @TwitchTVSupport: Twitch Store re-opened. 100% of ALL the profits go to Typhoon Haiyan aid. Purple, Red, Yellow, Blue t-shirts. GOGOGO! …"
"typhoon haiyan relief","T07","Volunteer or professional services needed or offered","RT @camilacabello97: please remember contribute to typhoon Haiyan relief efforts and donate here, stay strong, Philippines, we love you htt…"
"urgent need for","T07","Volunteer or professional services needed or offered","There is urgent for food, tents, bottled water, thermos, plastic crates, &amp; other basic supplies for #PabloPH survivors http://t.co/hJeNwgjS"
"us aid to","T07","Volunteer or professional services needed or offered","RT @Ijlal_Gorchani: miss Molly, nothing has been distributed yet from the US aid to the flood affected people of Pakistan."
"victims await relief help","T07","Volunteer or professional services needed or offered","RT @BalaachMarri: URGENT: Balochistan quake victims await relief help. @ICRC @UN @secgen http://t.co/GTcQzeIquS"
"victims beg","T07","Volunteer or professional services needed or offered","RT @rapplerdotcom: 'Pablo' victims beg for food http://t.co/ApMBm6hs Have mercy on us, please donate, one sign said. #PabloPH #Bopha # ..."
"victims need","T07","Volunteer or professional services needed or offered","RT @TheMindBlowing: Boston Marathon and JFK Library blast victims need your help. #prayforboston and retweet this http://t.co/bJmfnk4DNk"
"victims need relief","T07","Volunteer or professional services needed or offered","RT @globeandmail: Video: Alberta flood victims need relief, not politics: Mulcair http://t.co/Y2C1TAs29W"
"victims need your support","T07","Volunteer or professional services needed or offered","victims need your support #Balochistan #BalochistanEarthquake http://t.co/WvERbhOBH4"
"victims r gtting more desperate","T07","Volunteer or professional services needed or offered","Sad 2 hear tht da Typhoon victims r gtting more desperate as thy continue 2 struggle in order to survive n recover from the #pablo aftermath"
"volunteer heads","T07","Volunteer or professional services needed or offered","Local Red Cross volunteer heads to Calgary: As thousands of people in Calgary return to their flood ravaged ho... http://t.co/6YNXSl2il5"
"volunteered to help","T07","Volunteer or professional services needed or offered","RT @April_Arnhold: @MrsdogC my brother is a Colorado National Guard serviceman. Volunteered to help fight the fires- Hickenlooper says n ..."
"volunteers","T07","Volunteer or professional services needed or offered","RT @MudArmyQLD: #MudArmy - Logan is FULL with Volunteers for this weekend but LOCKYER VALLEY needs you!  #BigCleanUp #BigWet http://t.co ..."
"volunteers aiding the relief process","T07","Volunteer or professional services needed or offered","#Uttarakhand Want to help.Can anyone tell me how to reach out to the volunteers aiding the relief process."
"volunteers and donations","T07","Volunteer or professional services needed or offered","RT @BoulderOEM: Want to help? We are coordinating volunteers and donations through http://t.co/VUlSoM4IhR. Thanks everyone!! #boulderflood"
"volunteers help moving books","T07","Volunteer or professional services needed or offered","RT @BanffCoffeeHous: #abflood #canmore #volunteers -  The book store on Main Street is flooding &amp; needs volunteers help moving books. Talk …"
"volunteers needed","T07","Volunteer or professional services needed or offered","RT @COEmergency: RT @weldgov: Food and volunteers needed at the Weld Food Bank...http://t.co/NsPtcveVN3 #COFlood"
"volunteers right now","T07","Volunteer or professional services needed or offered","Are there any organizations in #yyc that can use volunteers right now for #yycflood? People show up and we'd love to refer them to you."
"volunteers to help","T07","Volunteer or professional services needed or offered","RT @mielliewenellie: We welcome outside donors and volunteers to help out at UA&amp;P, located Pearl Drive, Ortigas. #reliefPH PLS RT @M ..."
"volunteers today to load","T07","Volunteer or professional services needed or offered","RT @gabbietatad: #reliefPH RT SAN ANTONIO still open. URGENT NEED for volunteers today to LOAD &amp; DEPLOY to Pampanga/Bulacan/Cainta.  ..."
"volunteers who want to help","T07","Volunteer or professional services needed or offered","RT @VictoryOrtigas: 1/2 We have started accepting donations and are open to volunteers who want to help out in packing the goods. #reliefPH…"
"we badly need your help","T07","Volunteer or professional services needed or offered","Guys we badly need your help for the victims of 7.2 earthquake last tuesday in Bohol,Philippines.We need food,water,gasoline,and candles."
"we super need help","T07","Volunteer or professional services needed or offered","Pls to those who read my tweets , RT pls po we super need help #rescuePH inabanga bohol . We don't ever recieve any relief goods"
"will be open overnight","T07","Volunteer or professional services needed or offered","RT @HumaneSociety: .@moorehospital is providing free board for pets from #highparkfire, will be open overnight. Call @ 970 214-0012 #loc ..."
"with a helicopter","T07","Volunteer or professional services needed or offered","Russia safes 2 bears with a helicopter from a flooding Amur (river in east-Russia)"
"you may help","T07","Volunteer or professional services needed or offered","@philredcross You may help Bohol victims thru Red Cross Donate-a-Load. Just key in RED &lt;AMOUNT&gt; to 2899 for Globe &amp; 4143 for Smart. #Bohol"
"{Number} adults","T08","Missing, found, or trapped people","RT @isabelimineli: Aliza Libunao, 9 adults +1 child, 635 G. ARANETA AVE. TATALON, Q.C. 09268752213 #rescuePH Stranded on 3rd flr, Flood  ..."
"{Number} bodies now found","T08","Missing, found, or trapped people","CANADA: Police: 24 bodies now found in Quebec train crash ABC says higher: Canada train… http://t.co/nv2uJTVZex"
"{Number} bodies recovered","T08","Missing, found, or trapped people","RT @BreakingNews: Update: 3 bodies recovered, 69 people missing after cruise ship Costa Concordia runs aground off the Italian coast - AP"
"{Number} critical","T08","Missing, found, or trapped people","#LAXShooting @CNN reporting 3 victims at Ronald Reagan UCLA Medical Center, 1 critical"
"{Number} deaths","T08","Missing, found, or trapped people","Thouthands of people evacuated in #Australia due to floods, two deaths :/"
"{Number} life","T08","Missing, found, or trapped people","Fire near Colorado Springs claims 347 houses, 1 life http://t.co/DFai30Cp"
"{Number} missing","T08","Missing, found, or trapped people","13 dead, 37 missing in Quebec train explosion, residents demand answers from railway http://t.co/3Lx5MEyZOX"
"{Number} missing men","T08","Missing, found, or trapped people","Search continues for two missing men in Queensland as evacuees await return home: http://t.co/ntaFofp1 #floods"
"{Number} more baloch abducted","T08","Missing, found, or trapped people","RT @Sukhia_Bugti: #Earthquake: Hundrede  dead in Balochistan but pakistan army are busy on operation, 2 More Baloch Abducted in Kalaat #Rel…"
"{Number} more bodies recovered","T08","Missing, found, or trapped people","Philippines Star &gt; 2 more bodies recovered in quake-hit provinces; deaths at 173 http://t.co/vHAs9GQdv8"
"{Number} more found alive","T08","Missing, found, or trapped people","Breaking News: 4 more found alive and well after Colorado floods http://t.co/ZY7SD9KtKQ"
"{Number} people","T08","Missing, found, or trapped people","RT @shetakesmeh1gh: Excuse me, Bea Bautista, 6 people + including baby 1223 maria christina st sampaloc manila 09151492803 #RescuePH @Re ..."
"{Number} people feared dead","T08","Missing, found, or trapped people","Viral on Google News: Glasgow police helicopter crash: Live updates as 'three people feared dead ... - Mir http://t.co/V4YAoeQpu4"
"{Number} people killed","T08","Missing, found, or trapped people","#canada Major 7.7 magnitude quake hits southwestern Pakistan, two people killed:                     Vanco... http://t.co/2jxRsO3Kkd #UK"
"{Number} person missing","T08","Missing, found, or trapped people","Colorado fire displaces hundreds; 1 person missing: Firefighters in Colorado and New Mexico are battling wind-fu... http://t.co/R6OQwpix"
"{Number} persons feared dead","T08","Missing, found, or trapped people","Heavy #rains in #Uttarakhand, four persons feared dead - Indian Express http://t.co/b7OcMsVPPT"
"{Number} rescued","T08","Missing, found, or trapped people","Uttarakhand floods: 15,000 rescued so far, scores still missing: With the flash floods wreaking havoc i... http://t.co/HnqZqnX0KR #india"
"{Number} survivors","T08","Missing, found, or trapped people","Survivors found on Italian ship: Three survivors are found on the Italian cruise ship Costa Concordia more than 24 hours after it ran..."
"{Number} women","T08","Missing, found, or trapped people","Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/rDIs6IiU"
"{Number}+ missing","T08","Missing, found, or trapped people","7.4 quake strikes Guatemala; at least 8 dead, 100+ missing:  A strong earthquake struck the southwestern coast of Guatemala this morn..."
"{Number}s more still buried","T08","Missing, found, or trapped people","Rescue operation finds 100 alive in #Savar #Bangladesh but 100s more still buried http://t.co/JPuEYipMxy URGENTLY need heavy equipment"
"#rescueph stranded","T08","Missing, found, or trapped people","RT @isabelimineli: Aliza Libunao, 9 adults +1 child, 635 G. ARANETA AVE. TATALON, Q.C. 09268752213 #rescuePH Stranded on 3rd flr, Flood  ..."
"#rescueph trapped no food water","T08","Missing, found, or trapped people","@kamrul: #rescuePH TRAPPED NO FOOD WATER SINCE 9AM Ellen,Ph9, mariposa st midtown village cainta,09062424937"
"aid survivors","T08","Missing, found, or trapped people","Rushing to aid survivors: A building collapse in Bangladesh kills more than 80 people, injures hundreds and leaves many more still trapped."
"army commandos locate {Number} stranded","T08","Missing, found, or trapped people","Army commandos locate 1,000 stranded in mountains btw Rambara-Gaurikund. Many critical. IAF to airdrop rations and meds asap#uttarakhand"
"army jawans rescued thousands","T08","Missing, found, or trapped people","RT @MANJULtoons: Army Jawans rescued thousands in #Uttarakhand. My today's @dna cartoon. For more http://t.co/VVlvPs6Xyr  http://t.co/q5WmC…"
"army rescues {Number} people","T08","Missing, found, or trapped people","RT @9NEWS: Update: boulder co us army rescues 60 people in 2 hours from Jamestown and Big Elk Meadow. More 2 come #coflood via @abolton9n…"
"army says search for bodies","T08","Missing, found, or trapped people","RT @Peace_anon: “@Crypt0nymous: #BREAKING: #Bangladesh army says search for bodies in collapsed building is ending Monday; 1,127 victims we…"
"at least {Number} feared dead","T08","Missing, found, or trapped people","RT @JonathanHaynes: At least three feared dead after police helicopter crashes into Glasgow pub http://t.co/qI60FNUuQE"
"at least {Number} missing","T08","Missing, found, or trapped people","At least 80 missing in Canada train blaze: firefighter: At least 80 people are missing after a driverless oil ... http://t.co/jCcQRtwxUR"
"at least {Number} people are missing","T08","Missing, found, or trapped people","At least 80 missing in Canada train blaze: firefighter: At least 80 people are missing after a driverless oil ... http://t.co/jCcQRtwxUR"
"at least {Number} people still missing","T08","Missing, found, or trapped people","At least 350 people still missing in Colorado flooding; five dead -  TweetTweetEmergency workers are undertaking... http://t.co/cFvkFoEUSJ"
"at least {Number} unaccounted","T08","Missing, found, or trapped people","RT @FoxNews: At least 500 unaccounted for in Colorado floods as Obama signs disaster declaration http://t.co/uVBsoTMYmt"
"being saved","T08","Missing, found, or trapped people","Saved by any means possible: Stunning flooding images around Calgary, Alberta, as people are being saved any w... http://t.co/qIPt6wlJ5h"
"being spotted","T08","Missing, found, or trapped people","RT @CaitlynGribbin: These guys are being spotted on the streets of #bundaberg. #bigwet @abcwidebay @abcnews http://t.co/9uHCCppx"
"bombing victims","T08","Missing, found, or trapped people","RT @UP2DATEMMA: White visited Boston, wrote checks for bombing victims - Mixed Martial Arts News http://t.co/pY8JQ3j7hJ"
"casualties feared","T08","Missing, found, or trapped people","Heavy casualties feared as 7.8-magnitude Pakistan quake flattens houses http://t.co/VFVastJsn7 http://t.co/Zn97yPGfJy"
"closed passengers evacuated after fire ravages","T08","Missing, found, or trapped people","@itshowtimenikki “@BreakingNews: Nairobi's airport is closed passengers evacuated after fire ravages international http://t.co/eyGFP2Vuqt”"
"dead bodies are floating","T08","Missing, found, or trapped people","Why can't this media show d fact... Eyewitness say thousands of dead bodies are floating in d water.N they say death toll 131 Wtf #kedarnath"
"dead expected","T08","Missing, found, or trapped people","Glasgow helicopter crash: Number of dead expected to rise, say police http://t.co/knKj6T1tx6 【英語学習書】　http://t.co/Qi25rszXJV"
"dead expected to be found","T08","Missing, found, or trapped people","More dead expected to be found after a runaway train carrying light crude oil exploded in the Canada. http://t.co/ukXaEToH8v"
"dead garment workers","T08","Missing, found, or trapped people","RT @AdamBates_KPMG: The dreadful price paid by families of dead garment workers in #Bangladesh so we can have low-price clothes http://t.co…"
"dead or missing","T08","Missing, found, or trapped people","China Flood Update: More than 200 Dead or Missing - http://t.co/wWd88OGq2T (blog) http://t.co/03K317yuaA #flood"
"dead photos","T08","Missing, found, or trapped people","RT @PzFeed: TRAIN DERAILMENT IN NEW YORK CITY: -130 FIREFIGHTERS ON SCENE -5 TRAINS DERAILED -67 INJURED -4 DEAD PHOTOS - http://t.co/GtJwF…"
"detained","T08","Missing, found, or trapped people","2 engineers detained in Bangla building collapse: SAVAR, Bangladesh (AP) — Police say they have detained for q... http://t.co/pczgcSAWK7"
"dozens dead","T08","Missing, found, or trapped people","RT @FoxNews: Dozens dead after eight-story #building collapses in #Bangladesh http://t.co/qa87UPMOOd"
"dozens feared dead","T08","Missing, found, or trapped people","RT @nytimes: Dozens Feared Dead as Train Derails in Spain http://t.co/axjvlxPOSu"
"dozens missing","T08","Missing, found, or trapped people","RT @nytimes: Floods Kill 23 in Northern India; Dozens Missing http://t.co/E7DuR61QJY"
"dozens more bodies found","T08","Missing, found, or trapped people","RT @BBCBreaking: Dozens more bodies found in #Bangladesh after clothes factory building collapse, bringing death toll to at least 752 http:…"
"dozens more missing","T08","Missing, found, or trapped people","RT @cnnbrk: The death toll from the Quebec train explosion rises to 24; dozens more missing and presumed dead, authorities say. http://t.co…"
"dozens still missing","T08","Missing, found, or trapped people","RT @ctvnewschannel: 13 confirmed dead and dozens still missing in devastating Lac-Megantic train derailment: http://t.co/adKF3eOZHz @CTVNews"
"dozens trapped","T08","Missing, found, or trapped people","Three dead, dozens trapped in Australia floods | http://t.co/EuTQNUht via @sharethis http://t.co/DG48OZ8u"
"earthquake victims","T08","Missing, found, or trapped people","#MQM  RC @EngrNasirJamal @AmirKhan_90 @WasayJalil supervises the relief activities for #Baluchistan EarthQuake victims by @kkfpk #Pakistan"
"earthquake victims here","T08","Missing, found, or trapped people","@Khunnie0624 Hello Khunnie 😊 Please pray for earthquake victims here in the Philippines 😁😁😁"
"earthquake victims of","T08","Missing, found, or trapped people","@jaredleto Have a thought for the earthquake victims of 'Emilia, Italy.thanks!"
"explosion victims","T08","Missing, found, or trapped people","RT @KVUE: Please RT .@KrisB_KVUE: Blair's Cove Apartments off 21st St in Waco has 50 rooms open over next 3 nights for explosion victims ..."
"firefighters search door-to-door","T08","Missing, found, or trapped people","Firefighters search door-to-door for bodies in Colorado wildfire - Fox News: ABC NewsFirefighters search door-to... http://t.co/2LlQFUW5"
"firefighters search door-to-door for bodies","T08","Missing, found, or trapped people","Firefighters search door-to-door for bodies in Colorado wildfire - Fox News: ABC NewsFirefighters search door-to... http://t.co/2LlQFUW5"
"flash flooding traps","T08","Missing, found, or trapped people","Flash flooding traps Toronto train passengers, stalls rush hour traffic: Toronto's rush hour Monday turned int... http://t.co/LhDVfUphr1"
"flood strands airline passengers","T08","Missing, found, or trapped people","Toronto flood strands airline passengers in Ottawa http://t.co/e2D37BGKLm  #Canada"
"forcing rescuers to abandon their search","T08","Missing, found, or trapped people","The #CostaConcordia is shifting - forcing rescuers to abandon their search: http://t.co/wpLGXhRq"
"frantic search","T08","Missing, found, or trapped people","RT @CBSNews: Death toll soars past 80 as frantic search continues for survivors of Philippines earthquake: http://t.co/1oQzxmst1G"
"govt lists","T08","Missing, found, or trapped people","#Uttarakhand Survivor Lists from govt lists of rescued - 1 (3750 entries) http://t.co/HDW8EiGmDU || 2 http://t.co/WjrwZBMkxI (3,105 entries)"
"govt taking innocent civilians hostage","T08","Missing, found, or trapped people","RT @SoniaAnjan: Govt taking innocent civilians hostage! We hv no voice! Corrupt local media. HELP. #cnn #bbc #aljazeera #bangladesh http://…"
"help survivors","T08","Missing, found, or trapped people","RT @AvrilLavigne: Millions have been affected by Typhoon #Haiyan. Help survivors w/ @mercycorps &amp; I’ll match your donation this week: http:…"
"help us find her","T08","Missing, found, or trapped people","RT @danaflores: Help us find her #TracingPH @ABSCBNNews #HanapKapatid #FindingKaren http://t.co/YoBiO27Fd6"
"hospital patients trapped","T08","Missing, found, or trapped people","http://t.co/9gxNaOucHn Death toll in Philippines quake climbs; some hospital patients trapped http://t.co/3CRx1LRlpH"
"hundreds dead","T08","Missing, found, or trapped people","Pakistan earthquake: Villages Flattened and Hundreds dead in Balochistan | BBC http://t.co/3WXpSO1HFp #Environment #Earthquake"
"hundreds missing","T08","Missing, found, or trapped people","Four dead and hundreds missing as floods devastate US state of Colorado Pic 1-4 http://t.co/vgjq8YIQ5F"
"hundreds more are missing","T08","Missing, found, or trapped people","via @bnnnewscom Philippines: Typhoon Bopha kills 325 - More than 300 people have died and hundreds more are missing ... http://t.co/3q6aUPZW"
"hundreds more missing","T08","Missing, found, or trapped people","RT @BBCBreaking: Philippines storm: More than 300 dead and hundreds more missing in wake of Typhoon Bopha - civil defence office http:// ..."
"hundreds of tourists stranded","T08","Missing, found, or trapped people","New Post: Major fire closes International airport in Nairobi, hundreds of tourists stranded - http://t.co/5x3lZKn5GM"
"hundreds trapped","T08","Missing, found, or trapped people","Video: Hundreds trapped in Bangladesh building collapse  http://t.co/j3ApjD20T8 via http://t.co/gtd9C6Fyfx"
"investigators search","T08","Missing, found, or trapped people","RT @heyyouapp: » http://t.co/XQEt8mBl7e 626 Metro North | Investigators Search for Cause of Fatal Metro-North Train Derailment | Apple | Tu…"
"leaves hundreds of fishermen missing","T08","Missing, found, or trapped people","Typhoon Bopha Leaves Hundreds Of Fishermen Missing In Philippines http://t.co/0UwKDVWz"
"leaves many more still trapped","T08","Missing, found, or trapped people","Rushing to aid survivors: A building collapse in Bangladesh kills more than 80 people, injures hundreds and leaves many more still trapped."
"leaves stranded","T08","Missing, found, or trapped people","Toronto: Major power outages &amp; flooding caused by heavy rain leaves stranded train in need of rescue http://t.co/AqSxyMjpn4"
"lost at the #clutha bar","T08","Missing, found, or trapped people","The images by @Janney_h &amp; @scottscribbler are harrowing. Thoughts with the families of those lost at the #Clutha bar in Scotland tonight."
"major victims of car #accidents","T08","Missing, found, or trapped people","Pedestrians, Major Victims of Car #Accidents in #Cuba http://t.co/Ikt079mM #RussianMeteor"
"many fatalities feared","T08","Missing, found, or trapped people","Helicopter crashes into Glasgow pub, many fatalities feared - Times of India: Times of IndiaHelicopter crashes... http://t.co/HodN1tHePH"
"many more feared trapped","T08","Missing, found, or trapped people","RT @BreakingNews: At least 70 killed, many more feared trapped after building collapse in Dhaka, Bangladesh, officials say - @BBCNews http:…"
"many more injured","T08","Missing, found, or trapped people","RT @adnagam: OMG! Devastating typhoon in the Philippines. 1800 dead, many more injured. Check out the full length video.   http://t.co/ULWL…"
"many more missing","T08","Missing, found, or trapped people","RT @UnivisionNews: 52 dead in Guatemala, many more missing due to the earthquake yesterday - http://t.co/JBZleXJP (via @UniNoticias)"
"many residents missing","T08","Missing, found, or trapped people","RT @eug: RT @WSJ: Blast hits Quebec town as train carrying oil derails. Dozens of buildings destroyed, many residents missing. http://t.co/…"
"many victims who survive","T08","Missing, found, or trapped people","Today, 01.27, in Santa Maria, Brazil, 245 people died in a fire at a nightclub. Now, many victims who survive… http://t.co/lDTIphq3"
"members missing","T08","Missing, found, or trapped people","RT @BBCBreaking: 25 passengers and four crew members missing after #CostaConcordia disaster, say officials raising number from 16 http:/ ..."
"missing","T08","Missing, found, or trapped people","RT @nytimes: Floods Kill 23 in Northern India; Dozens Missing http://t.co/E7DuR61QJY"
"missing farm workers were found","T08","Missing, found, or trapped people","Queensland flood toll rises to six: Queensland's flood toll rose to six after the bodies of two missing farm workers were found in a ..."
"missing men","T08","Missing, found, or trapped people","Search continues for two missing men in Queensland as evacuees await return home: http://t.co/ntaFofp1 #floods"
"more bodies could be found","T08","Missing, found, or trapped people","RT @TelegraphNews: Glasgow helicopter crash: more bodies could be found, warns Alex Salmond http://t.co/KHNpctwNYZ"
"more missing","T08","Missing, found, or trapped people","RT @cnnbrk: The death toll from the Quebec train explosion rises to 24; dozens more missing and presumed dead, authorities say. http://t.co…"
"more people missing","T08","Missing, found, or trapped people","Death toll from Philippines quake nears 100, more people missing http://t.co/G8iXNE0Tsv via @reuters"
"more victims are","T08","Missing, found, or trapped people","RT @cnnbrk: At least three deaths have been reported in Colorado flooding; more victims are feared. http://t.co/h6eiw6Nzog"
"more victims bringing total identified","T08","Missing, found, or trapped people","RT @grayhamilton: Police say approx 50 total presumed dead. Coroner has ID'ed 2 more victims bringing total identified to 11. #LacMégantic"
"multiple casualties","T08","Missing, found, or trapped people","Helicopter crashes into Glasgow pub, multiple casualties - BBC: (Reuters) - A helicopter crashed into a pub in... http://t.co/ghrekTnJ9o"
"multiple people injured","T08","Missing, found, or trapped people","RT @kron4news: BREAKING: LAPD say shots were fired at #LAX, multiple people injured. http://t.co/SIXzgjJ2S8"
"multiple people trapped","T08","Missing, found, or trapped people","RT @BreakingNews: Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow - @SkyNewsBreak"
"multiple victims","T08","Missing, found, or trapped people","⬇︎のせいで、LAXに入れない。勘弁してくれよ、、  1 dead, multiple victims in LAX shooting spree http://t.co/e8lfuFCnSM via @USATODAY"
"over {Number} feared dead","T08","Missing, found, or trapped people","RT @JoaquinKuchar: #USA Official: Over 10,000 feared dead in Typhoon Haiyan: The typhoon is among the most powerful storms ever r... http:/…"
"over {Number} missing","T08","Missing, found, or trapped people","RT @BreitbartNews: Over 1,200 Missing in Colorado Flooding: A large area of Colorado, primarily Boulder County, has experienced e... http:/…"
"over {Number} passengers stranded","T08","Missing, found, or trapped people","BREAKING NEWS:  TRAIN OUT OF TORONTO, ONTARIO CANADA UNDER WATER AFTER HITTING FLOODED TRACK.  OVER 300 PASSENGERS STRANDED. DEVELOPING NOW."
"over {Number} still missing","T08","Missing, found, or trapped people","RT @gmanewstvbrk: Official Yolanda death toll breaches 5k mark, with over 1,000 still missing: More deaths related to Typhoon Yo... http://…"
"over {Number} tourists stranded","T08","Missing, found, or trapped people","National Disaster Response Force (#NDRF) sends 12 teams to #Uttarakhand, over 10,000 tourists stranded in Badrinath.#FlashFlood  #news"
"over {Number} unaccounted","T08","Missing, found, or trapped people","#coloradoflood -Colorado floods: Over 500 unaccounted for http://t.co/N9dDJVm7pw"
